Date,Rn,Rg,RH,Ta,Pa,Tbc,P
2022-04-12 18:00:0,205.7046,267.9847,62.695,18.625,1002.3816800000001,18.92667,0.0
2022-04-12 18:30:0,103.4636,172.3362,64.43333,18.285,1002.5481199999999,18.581670000000003,0.0
2022-04-12 19:00:0,30.57463,88.13059,67.34333000000001,17.355,1002.65276,17.29833,0.0
2022-04-12 19:30:0,22.99332,82.36179,67.91666,17.19666,1002.677,17.17667,0.0
2022-04-12 20:00:0,-18.45102,67.30960999999999,66.27665999999999,16.933329999999998,1002.85412,16.62712,0.0
2022-04-12 20:30:0,-22.08455,49.49045,70.25333,16.22167,1003.27004,15.77333,0.0
2022-04-12 21:00:0,-46.96099,11.7249,75.04166,15.585,1003.4820800000001,14.711670000000002,0.0
2022-04-12 21:30:0,-54.303619999999995,0.0,79.83334,14.715,1003.93844,13.621670000000002,0.0
2022-04-12 22:00:0,-69.46868,0.0,81.55666,14.245,1004.3625199999999,12.99333,0.0
2022-04-12 22:30:0,-71.73524,0.0,82.22334000000001,13.855,1004.63624,12.47333,0.0
2022-04-12 23:00:0,-66.6275,0.0,82.15833,13.72667,1004.7357199999999,12.56667,0.0
2022-04-12 23:30:0,-61.08315,0.0,84.50832,13.368329999999998,1004.9236400000001,12.95167,0.0
2022-04-13 00:00:0,-63.009640000000005,0.0,86.74,12.911669999999999,1005.0900800000001,12.47667,0.0
2022-04-13 00:30:0,-63.81686,0.0,88.34576,12.47119,1005.1796,12.01186,0.0
2022-04-13 01:00:0,-61.68329,0.0,89.015,12.22333,1005.4446800000001,11.75833,0.0
2022-04-13 01:30:0,-54.03915,0.0,90.66333,11.875,1005.6165199999999,11.47833,0.0
2022-04-13 02:00:0,-62.79885,0.0,92.615,11.49333,1005.6863599999999,11.07167,0.0
2022-04-13 02:30:0,-63.21095,0.0,94.32666,11.14,1005.8367199999999,10.64,0.0
2022-04-13 03:00:0,-61.294230000000006,0.0,95.84834000000001,10.68667,1005.638,10.20169,0.0
2022-04-13 03:30:0,-64.67564,0.0,97.01167,10.39667,1005.67664,9.613333,0.0
2022-04-13 04:00:0,-64.30063,0.0,97.34,10.15,1006.0689199999999,9.496667,0.0
2022-04-13 04:30:0,-48.75352,0.0,97.94833,9.888333,1006.2860000000001,8.808333,0.0
2022-04-13 05:00:0,-28.825570000000003,0.0,98.31999,9.676666,1006.4232800000001,8.451666000000001,0.0
2022-04-13 05:30:0,-13.72521,0.0,98.57999000000001,9.516666,1006.5220400000001,8.696667,0.0
2022-04-13 06:00:0,-24.646520000000002,0.0,98.69166,9.559999000000001,1006.5342800000001,8.953333,0.0
2022-04-13 06:30:0,-23.22993,0.0,98.71999,9.373333,1006.7247199999999,8.46,0.0
2022-04-13 07:00:0,-23.49491,0.0,98.83334,9.285,1006.75508,8.574999,0.0
2022-04-13 07:30:0,-24.64415,0.1771411,98.89,9.358333,1007.12684,8.964999,0.0
2022-04-13 08:00:0,-4.098453,21.14503,98.84834000000001,9.458332,1007.3907199999999,8.726666,0.0
2022-04-13 08:30:0,29.4484,56.80315,98.77,10.00333,1007.66348,9.764406,0.0
2022-04-13 09:00:0,70.69891,103.7327,98.33666,10.69,1007.9667199999999,10.68833,0.0
2022-04-13 09:30:0,119.3704,172.6369,96.93333,11.80833,1008.26,11.92833,0.0
2022-04-13 10:00:0,61.83518,133.5947,93.74667,12.50333,1008.58148,12.588330000000001,0.0
2022-04-13 10:30:0,111.4321,183.9054,90.44833,13.16833,1008.8956400000001,13.336670000000002,0.0
2022-04-13 11:00:0,251.5921,340.9798,85.48499,14.026670000000001,1009.18304,14.340679999999999,0.0
2022-04-13 11:30:0,240.359,332.9216,81.30833,14.93167,1009.3886,15.356670000000001,0.0
2022-04-13 12:00:0,588.6774,732.4215,75.68333,16.081670000000003,1009.4009599999999,16.737289999999998,0.0
2022-04-13 12:30:0,536.3828,652.5121,73.11667,16.72833,1009.67612,17.613329999999998,0.0
2022-04-13 13:00:0,530.0925,648.5989,71.46667,16.985,1009.91756,17.84167,0.0
2022-04-13 13:30:0,492.445,614.0267,71.17166,16.95,1009.93376,17.80678,0.0
2022-04-13 14:00:0,380.3158,472.1843,68.805,17.14667,1010.135,17.96167,0.0
2022-04-13 14:30:0,255.2741,334.3057,67.33666,17.01,1010.2772,17.55,0.0
2022-04-13 15:00:0,274.1367,353.3726,68.16167,16.92333,1010.49464,17.48,0.0
2022-04-13 15:30:0,266.0463,345.2767,67.91,17.005,1010.49188,17.555,0.0
2022-04-13 16:00:0,229.6642,305.4084,68.22,16.848329999999997,1010.5214,17.38474,0.0
2022-04-13 16:30:0,257.437,339.7129,70.04166,16.685,1010.50004,17.241670000000003,0.0
2022-04-13 17:00:0,267.0368,358.2805,68.76167,16.56167,1010.6555599999999,17.10333,0.0
2022-04-13 17:30:0,234.8436,319.835,66.37333000000001,16.773329999999998,1010.8031599999999,17.32,0.0
2022-04-13 18:00:0,149.4019,221.6005,67.045,16.363329999999998,1011.06896,16.79,0.0
2022-04-13 18:30:0,109.4366,175.6703,68.57833000000001,16.226670000000002,1011.35336,16.55167,0.0
2022-04-13 19:00:0,79.62344,144.7993,70.63332,15.995,1011.5198,16.27,0.0
2022-04-13 19:30:0,51.13389,116.6162,72.43833000000001,15.66833,1011.6619999999999,15.86271,0.0
2022-04-13 20:00:0,17.90718,83.28416999999999,75.24999,15.358329999999999,1012.0538,15.493329999999998,0.0
2022-04-13 20:30:0,-16.492729999999998,32.15729,78.24166,14.86,1012.4322800000001,14.889829999999998,0.0
2022-04-13 21:00:0,-21.43232,7.067680999999999,79.58666,14.483329999999999,1012.67264,14.45667,0.0
2022-04-13 21:30:0,-27.446920000000002,0.0,81.28333,14.133329999999999,1013.0790800000001,14.118329999999998,0.0
2022-04-13 22:00:0,-24.4328,0.0,83.74667,13.765,1013.5518800000001,13.66167,0.0
2022-04-13 22:30:0,-19.77872,0.0,85.19833,13.531670000000002,1013.97176,13.188329999999999,0.0
2022-04-13 23:00:0,-16.87836,0.0,86.88,13.29333,1014.3428,12.95763,0.0
2022-04-13 23:30:0,-17.57029,0.0,88.49167,13.06333,1014.42488,12.83,0.0
2022-04-14 00:00:0,-20.350820000000002,0.0,88.915,12.94167,1014.3684800000001,12.73,0.0
2022-04-14 00:30:0,-18.30378,0.0,89.91864,12.7678,1014.4676,12.39655,0.0
2022-04-14 01:00:0,-16.39258,0.0,91.46833000000001,12.543330000000001,1014.4650800000001,11.97333,0.0
2022-04-14 01:30:0,-12.81064,0.0,91.42333,12.525,1014.5564,11.952539999999999,0.106
2022-04-14 02:00:0,-11.28888,0.0,92.42,12.42,1014.65312,11.765,0.059000000000000004
2022-04-14 02:30:0,-11.88054,0.0,93.57333,12.28833,1014.6638,11.65333,0.004
2022-04-14 03:00:0,-26.995620000000002,0.0,95.65333000000001,11.98167,1014.5832800000001,11.435,0.0
2022-04-14 03:30:0,-24.96397,0.0,96.48,11.63333,1014.4140800000001,10.985,0.0
2022-04-14 04:00:0,-22.80309,0.0,97.66666,11.5,1014.4032800000001,10.67797,0.0
2022-04-14 04:30:0,-25.5315,0.08543505,96.535,11.71667,1014.3308,10.36167,0.0
2022-04-14 05:00:0,-18.79911,0.0,97.87167,11.03,1014.2153599999999,10.14333,0.0
2022-04-14 05:30:0,-23.86511,0.0,98.53333,10.81,1014.1401199999999,10.26102,0.0
2022-04-14 06:00:0,-15.564160000000001,0.0,98.44499,10.90667,1014.0704,9.923333,0.0
2022-04-14 06:30:0,-28.052909999999997,0.0,98.43833000000001,10.55167,1013.9844800000001,9.553332000000001,0.0
2022-04-14 07:00:0,-25.354979999999998,0.0,98.78,10.56,1013.83136,8.759999,0.0
2022-04-14 07:30:0,-18.73135,1.0648600000000001,98.865,9.844999000000001,1013.87636,8.264406,0.0
2022-04-14 08:00:0,5.249276,26.99261,98.99999,9.819999000000001,1014.1968800000001,8.143333,0.0
2022-04-14 08:30:0,56.81241,93.66783000000001,99.13999,9.931666,1014.3453199999999,8.66,0.0
2022-04-14 09:00:0,131.3879,183.3126,99.24332,10.77667,1014.3132800000001,9.648333000000001,0.0
2022-04-14 09:30:0,209.1142,281.3018,98.02,12.14833,1014.2086400000001,11.84667,0.0
2022-04-14 10:00:0,270.259,381.1959,90.05666,13.348329999999999,1014.52436,13.65833,0.0
2022-04-14 10:30:0,334.5621,468.3444,84.32166,14.356670000000001,1014.63992,14.789829999999998,0.0
2022-04-14 11:00:0,418.4299,561.4417,75.75833,15.53333,1014.6033199999999,15.996670000000002,0.0
2022-04-14 11:30:0,493.7039,644.6477,67.36333,16.50667,1014.43304,16.796670000000002,0.0
2022-04-14 12:00:0,559.179,718.1987,64.05167,17.238329999999998,1014.65156,17.955,0.0
2022-04-14 12:30:0,592.8866,754.2864,62.25166,18.055,1014.7428800000001,18.84167,0.0
2022-04-14 13:00:0,659.118,825.8934,58.808330000000005,18.56,1014.6972800000001,19.68135,0.0
2022-04-14 13:30:0,678.3508,850.6027,54.68,19.53833,1014.54404,20.575,0.0
2022-04-14 14:00:0,696.8922,872.8885,51.47667,20.18167,1014.24368,21.195,0.0
2022-04-14 14:30:0,661.823,836.1443,47.93333,20.808329999999998,1013.94932,21.773329999999998,0.0
2022-04-14 15:00:0,679.1896,854.6183,44.428329999999995,21.12333,1013.8239199999999,22.29661,0.0
2022-04-14 15:30:0,688.4233,858.0417,42.94,21.72167,1013.6576,22.88833,0.0
2022-04-14 16:00:0,628.2742,793.0032,41.475,22.16333,1013.58524,23.093329999999998,0.0
2022-04-14 16:30:0,255.4113,345.0429,48.47,21.44833,1013.435,21.9678,0.0
2022-04-14 17:00:0,484.2953,626.5266,52.47667,21.225,1013.3492,22.01833,0.0
2022-04-14 17:30:0,408.1562,554.6151,51.87666,21.55333,1013.3304800000001,22.28135,0.0
2022-04-14 18:00:0,327.2339,467.0029,53.28833,21.226670000000002,1013.35736,21.87667,0.0
2022-04-14 18:30:0,246.5732,377.8614,55.09,20.581670000000003,1013.5424,21.03666,0.0
2022-04-14 19:00:0,164.5036,285.5828,57.37333,19.87167,1013.84324,20.072879999999998,0.0
2022-04-14 19:30:0,83.74583,192.8857,60.441669999999995,19.05333,1013.92112,19.191670000000002,0.0
2022-04-14 20:00:0,10.36647,107.1244,64.345,18.203329999999998,1013.93756,18.21,0.0
2022-04-14 20:30:0,-45.18148,39.9877,69.44833,17.37667,1014.1656800000001,17.29,0.0
2022-04-14 21:00:0,-73.39201,4.175155,73.59333000000001,16.39667,1014.41528,16.14237,0.0
2022-04-14 21:30:0,-73.64316,0.0,77.63667,15.41167,1014.7346,14.7,0.0
2022-04-14 22:00:0,-69.46255,0.0,80.88499,14.63,1015.0254800000001,13.246670000000002,0.0
2022-04-14 22:30:0,-65.53641999999999,0.0,83.32999000000001,14.106670000000001,1015.50056,12.271189999999999,0.0
2022-04-14 23:00:0,-60.8298,0.0,88.28,12.953330000000001,1015.65752,11.17,0.0
2022-04-14 23:30:0,-61.13896999999999,0.0,89.19666,12.835,1015.8562400000001,10.68833,0.0
2022-04-15 00:00:0,-59.46741,0.0,89.70666999999999,12.68,1015.91264,10.30167,0.0
2022-04-15 00:30:0,-58.55177,0.0,90.92204,12.34915,1015.8522800000001,9.645762,0.0
2022-04-15 01:00:0,-60.5921,0.0,92.70666999999999,11.9,1015.87496,9.683332,0.0
2022-04-15 01:30:0,-59.56556,0.0,93.325,11.88833,1015.82936,9.36,0.0
2022-04-15 02:00:0,-57.881040000000006,0.0,94.18499,11.5,1015.95284,8.657627,0.0
2022-04-15 02:30:0,-51.32525,0.0,95.02333,11.285,1015.94792,8.143332000000001,0.0
2022-04-15 03:00:0,-43.47493,0.0,96.84,10.45833,1015.9760000000001,7.693333,0.0
2022-04-15 03:30:0,-40.633,0.0,97.64666,9.589999,1016.0552,7.443333,0.0
2022-04-15 04:00:0,-36.47022,0.0,98.18666,9.408334,1016.1518,7.255,0.0
2022-04-15 04:30:0,-28.911040000000003,0.0,98.31166,9.133332000000001,1016.0926400000001,7.163333000000001,0.0
2022-04-15 05:00:0,-26.1677,0.0,98.59666,8.768332000000001,1016.1948800000001,6.911666,0.0
2022-04-15 05:30:0,-23.14391,0.0,98.65666,8.255,1016.2244,6.758333,0.0
2022-04-15 06:00:0,-20.05772,0.0,98.88,8.08,1016.48504,6.545763,0.0
2022-04-15 06:30:0,-16.59962,0.0,98.92166,7.8333330000000005,1016.6006,7.108333,0.0
2022-04-15 07:00:0,-17.38401,0.0,99.03333,7.598333,1016.8022,7.132203,0.0
2022-04-15 07:30:0,-3.716021,2.932097,99.21333,8.14,1017.1434800000001,7.448333,0.0
2022-04-15 08:00:0,13.94328,20.98341,99.31166,9.25,1017.5277199999999,8.418333,0.0
2022-04-15 08:30:0,45.16697,56.423080000000006,99.31667,10.043330000000001,1017.71732,10.06667,0.0
2022-04-15 09:00:0,78.74275,92.1664,99.39666,10.93667,1017.69416,11.11695,0.0
2022-04-15 09:30:0,112.4488,127.8758,99.38667,11.81667,1017.8946800000001,12.06102,0.0
2022-04-15 10:00:0,149.1939,169.718,99.355,12.195,1018.13636,12.453330000000001,0.0
2022-04-15 10:30:0,191.322,217.9714,99.37833,12.60167,1018.21964,12.91186,0.0
2022-04-15 11:00:0,389.045,459.5807,97.99332,13.321670000000001,1018.2792800000001,13.95667,0.0
2022-04-15 11:30:0,577.516,718.3912,87.93666,14.923329999999998,1018.13864,15.74068,0.0
2022-04-15 12:00:0,574.5889,734.9016,80.77,16.155,1018.18064,17.06833,0.0
2022-04-15 12:30:0,618.4529,784.0539,73.98,17.973329999999997,1018.127,18.94576,0.0
2022-04-15 13:00:0,654.8081,822.5973,65.65833,19.36833,1017.8880800000001,20.2339,0.0
2022-04-15 13:30:0,684.0948,853.3471,61.55,20.23,1017.6854,21.18167,0.0
2022-04-15 14:00:0,702.1442,874.3439,60.37166,20.855,1017.2244800000001,21.92667,0.0
2022-04-15 14:30:0,643.9717,808.1534,59.10333000000001,21.265,1017.00464,22.35,0.0
2022-04-15 15:00:0,658.6165,827.1772,60.80166,21.24166,1016.8088,22.308329999999998,0.0
2022-04-15 15:30:0,645.5624,813.8479,58.223330000000004,21.883329999999997,1016.59964,22.94,0.0
2022-04-15 16:00:0,606.675,768.3672,60.845,21.406670000000002,1016.5164800000001,22.3678,0.0
2022-04-15 16:30:0,555.5715,712.3498,65.35166,20.11,1016.48696,21.025,0.0
2022-04-15 17:00:0,493.6741,643.9203,67.78333,19.351670000000002,1016.41724,20.226670000000002,0.0
2022-04-15 17:30:0,423.2968,570.3788,66.77333,19.36833,1016.27408,20.19661,0.0
2022-04-15 18:00:0,346.8543,484.8575,67.06166999999999,18.59,1016.57924,19.32712,0.0
2022-04-15 18:30:0,266.0541,395.5826,69.79,17.84167,1016.6640800000001,18.37796,0.0
2022-04-15 19:00:0,181.5937,299.027,74.46166,16.83333,1016.6373199999999,17.165,0.0
2022-04-15 19:30:0,96.01902,201.7852,76.76833,16.2,1016.801,16.398329999999998,0.0
2022-04-15 20:00:0,16.470129999999997,108.0976,79.78333,15.313329999999999,1016.88956,15.40833,0.0
2022-04-15 20:30:0,-38.345620000000004,42.29309,83.99,14.46,1016.9594,14.525,0.0
2022-04-15 21:00:0,-66.85611,6.1956940000000005,88.69167,13.481670000000001,1017.0939199999999,13.50508,0.0
2022-04-15 21:30:0,-69.86484,0.0,92.45333000000001,12.64333,1017.5650400000001,12.64333,0.0
2022-04-15 22:00:0,-38.0549,0.0,95.175,12.20167,1017.85676,12.23167,0.0
2022-04-15 22:30:0,-20.35685,0.0,96.13332,12.175,1018.1469199999999,12.33333,0.0
2022-04-15 23:00:0,-12.90949,0.0,96.70166,12.11333,1018.4825599999999,12.31333,0.0
2022-04-15 23:30:0,-9.994997,0.0,97.56499000000001,11.92667,1018.5122,12.15333,0.0
2022-04-16 00:00:0,-10.150160000000001,0.0,98.24667,11.72167,1018.53356,11.935,0.0
2022-04-16 00:30:0,-9.962543,0.0,98.67458,11.5661,1018.5122,11.71525,0.0
2022-04-16 01:00:0,-5.949201,0.0,98.88333,11.43333,1018.45028,11.60667,0.0
2022-04-16 01:30:0,-4.613664,0.0,99.02499,11.26667,1018.45028,11.41356,0.0
2022-04-16 02:00:0,-4.6184080000000005,0.0,99.11499,11.07667,1018.34288,11.22167,0.0
2022-04-16 02:30:0,-4.5680629999999995,0.0,99.21333,10.87,1018.2543199999999,11.001669999999999,0.0
2022-04-16 03:00:0,-3.6154129999999998,0.0,99.27833000000001,10.75667,1018.07708,10.89333,0.0
2022-04-16 03:30:0,-3.5373300000000003,0.0,99.30167,10.54,1017.8918,10.655,0.0
2022-04-16 04:00:0,-3.1534310000000003,0.0,99.36,10.475,1017.82196,10.60167,0.0
2022-04-16 04:30:0,-3.4297440000000003,0.0,99.39666,10.465,1017.8729599999999,10.57333,0.0
2022-04-16 05:00:0,-3.004238,0.0,99.4,10.39833,1017.8810000000001,10.515,0.0
2022-04-16 05:30:0,-1.987968,0.008682622,99.46667,10.535,1017.83,10.64,0.0
2022-04-16 06:00:0,-1.920885,0.01701794,99.5,10.685,1017.8703199999999,10.78333,0.0
2022-04-16 06:30:0,-1.688121,0.003125735,99.5,10.748330000000001,1017.9267199999999,10.84333,0.0
2022-04-16 07:00:0,-1.620725,0.0,99.5,10.8,1018.1442800000001,10.90678,0.0
2022-04-16 07:30:0,0.2677914,2.097692,99.5,10.74667,1018.2516800000001,10.85763,0.0
2022-04-16 08:00:0,12.664480000000001,16.011960000000002,99.505,10.72667,1018.45568,10.85593,0.0
2022-04-16 08:30:0,35.02986,41.028940000000006,99.535,10.82333,1018.5980000000001,10.998330000000001,0.0
2022-04-16 09:00:0,70.13569,84.7233,99.53,10.925,1018.7457199999999,11.15167,0.0
2022-04-16 09:30:0,85.88216,115.9784,99.53333,10.96,1018.7108,11.16333,0.0
2022-04-16 10:00:0,210.7535,283.2849,99.43,11.35333,1018.65176,11.815,0.0
2022-04-16 10:30:0,348.2094,483.0764,96.72832,12.213330000000001,1018.5953599999999,12.81,0.0
2022-04-16 11:00:0,449.0323,599.7853,84.02333,14.08167,1018.5174800000001,14.715,0.0
2022-04-16 11:30:0,523.8182,684.1755,74.87333000000001,15.846670000000001,1018.253,16.65833,0.0
2022-04-16 12:00:0,583.5169999999999,754.0587,66.84333000000001,17.5,1018.1565199999999,18.075,0.0
2022-04-16 12:30:0,632.2324,810.4991,59.653330000000004,18.975,1018.03304,19.901670000000003,0.0
2022-04-16 13:00:0,670.2208,847.5139999999999,55.67,20.02167,1017.64124,21.116670000000003,0.0
2022-04-16 13:30:0,621.8679,782.7874,60.616659999999996,19.96167,1017.43928,21.10666,0.0
2022-04-16 14:00:0,675.4666,850.0866,61.34666,20.031670000000002,1017.07304,21.23,0.0
2022-04-16 14:30:0,718.6009,898.8412,62.95166,19.656670000000002,1016.801,20.855,0.0
2022-04-16 15:00:0,694.5903,873.7962,63.15833000000001,19.63833,1016.68796,20.885,0.0
2022-04-16 15:30:0,662.2634,840.6608,64.32,19.238329999999998,1016.57516,20.28983,0.0
2022-04-16 16:00:0,622.7104,800.1686,60.58667,19.665,1016.56748,20.62833,0.0
2022-04-16 16:30:0,570.1099,743.4118,56.69,20.133329999999997,1016.2498400000001,21.03833,0.0
2022-04-16 17:00:0,507.9883,677.1015,55.77166,20.14333,1015.9092800000001,21.005,0.0
2022-04-16 17:30:0,436.1868,599.0432,55.22166,20.28,1015.74908,21.045,0.0
2022-04-16 18:00:0,356.2236,510.8462,55.22,20.401670000000003,1015.45736,21.113329999999998,0.0
2022-04-16 18:30:0,268.1672,412.1756,55.395,20.31167,1015.5417199999999,20.75167,0.0
2022-04-16 19:00:0,182.4285,317.2767,56.28167,20.308329999999998,1015.55,20.46667,0.0
2022-04-16 19:30:0,96.11103,219.1892,57.74,20.011670000000002,1015.57196,20.0,0.0
2022-04-16 20:00:0,18.0774,130.7738,58.66,19.51333,1015.4324,19.345,0.0
2022-04-16 20:30:0,-48.01925,49.18007,61.99833,18.73333,1015.5155599999999,18.03,0.0
2022-04-16 21:00:0,-80.1628,5.493812999999999,66.78333,17.235,1015.59068,16.33667,0.0
2022-04-16 21:30:0,-82.67817,0.0,69.43333,16.005,1015.8430400000001,15.35167,0.0
2022-04-16 22:00:0,-79.03851999999999,0.0,73.74667,14.883329999999999,1016.0864,14.156670000000002,0.0
2022-04-16 22:30:0,-75.95213000000001,0.0,78.07833000000001,14.08,1016.3912,13.375,0.0
2022-04-16 23:00:0,-73.43567,0.0,80.90666,13.538329999999998,1016.49776,12.52333,0.0
2022-04-16 23:30:0,-70.42747,0.0,81.38332,13.246670000000002,1016.4174800000001,11.58667,0.0
2022-04-17 00:00:0,-67.67043000000001,0.0,82.55999,12.88833,1016.1810800000001,11.32167,0.0
2022-04-17 00:30:0,-67.56123000000001,0.0,83.35593,12.64068,1015.95056,10.838980000000001,0.0
2022-04-17 01:00:0,-67.56799000000001,0.0,84.14165,12.49333,1015.90724,10.43333,0.0
2022-04-17 01:30:0,-65.81264,0.0,86.59333000000001,12.055,1015.64948,9.811864,0.0
2022-04-17 02:00:0,-65.57911999999999,0.0,87.71667,11.855,1015.4126,9.009999,0.0
2022-04-17 02:30:0,-65.15213,0.0,89.68,11.40333,1015.3856,8.381666000000001,0.0
2022-04-17 03:00:0,-65.69058000000001,0.0,90.87,11.07167,1015.1649199999999,7.823333,0.0
2022-04-17 03:30:0,-65.25755,0.0,95.07833000000001,9.531666,1015.0966400000001,7.283333,0.0
2022-04-17 04:00:0,-67.7909,0.0,96.60332,8.923333,1014.99092,7.48,0.0
2022-04-17 04:30:0,-66.00216999999999,0.0,97.58833,8.325,1014.9801199999999,7.46,0.0
2022-04-17 05:00:0,-56.457209999999996,0.0,98.18333,7.586666999999999,1014.8619199999999,7.141666000000001,0.0
2022-04-17 05:30:0,-47.0367,0.0,98.62,6.926666,1014.7275199999999,6.761666,0.0
2022-04-17 06:00:0,-36.37988,0.0,98.84834000000001,6.6283330000000005,1014.5771599999999,6.188333,0.0
2022-04-17 06:30:0,-19.88861,0.0,98.96166,6.491666,1014.5798,5.49,0.0
2022-04-17 07:00:0,-16.45491,0.0,99.005,5.638333,1014.6926,5.295,0.0
2022-04-17 07:30:0,-14.78767,3.746782,99.13667,5.238333,1014.81896,4.911666,0.0
2022-04-17 08:00:0,14.691279999999999,31.110909999999997,99.28833,5.523333,1014.7088,5.065,0.0
2022-04-17 08:30:0,57.769569999999995,74.61979000000001,99.365,6.773333,1014.8538800000001,6.65,0.0
2022-04-17 09:00:0,100.2581,120.0512,99.44333,8.594999000000001,1014.9210800000001,8.715254,0.0
2022-04-17 09:30:0,147.3408,175.7007,99.43333,9.993333,1014.8493199999999,10.25833,0.0
2022-04-17 10:00:0,228.5974,269.2835,99.39333,10.82333,1014.63776,11.20847,0.0
2022-04-17 10:30:0,249.335,306.8457,99.24,11.16,1014.54044,11.625,0.0
2022-04-17 11:00:0,395.4155,493.2001,96.92166,11.85,1014.46796,12.51167,0.0
2022-04-17 11:30:0,527.03,697.4630000000001,88.20333000000001,13.276670000000001,1014.4263199999999,14.1339,0.0
2022-04-17 12:00:0,571.5113,750.0773,78.18999000000001,15.196670000000001,1014.26948,15.95333,0.0
2022-04-17 12:30:0,606.996,787.5422,67.78833,16.79833,1014.10952,17.69,0.0
2022-04-17 13:00:0,644.0897,828.7021,57.404990000000005,18.13166,1013.927,19.26,0.0
2022-04-17 13:30:0,681.6611,869.7596,56.525,18.82,1013.70428,19.925420000000003,0.0
2022-04-17 14:00:0,706.9285,897.7576,57.35333000000001,19.10333,1013.57576,20.344070000000002,0.0
2022-04-17 14:30:0,718.4335,918.4064,54.403330000000004,19.33333,1013.44652,20.6,0.0
2022-04-17 15:00:0,700.0118,900.2974,53.54,19.46667,1013.40896,20.70833,0.0
2022-04-17 15:30:0,673.7098,872.5284,50.91333,19.886670000000002,1013.1927199999999,21.03051,0.0
2022-04-17 16:00:0,578.4948,773.4427,36.15,20.32667,1012.7719999999999,21.32667,0.0
2022-04-17 16:30:0,395.6601,561.2811,39.005,19.855,1012.60508,20.62167,0.0
2022-04-17 17:00:0,411.4425,574.6615,38.00666,19.575,1012.4852,20.235,0.0
2022-04-17 17:30:0,346.7973,501.639,40.19833,19.05333,1012.5822800000001,19.59,0.0
2022-04-17 18:00:0,328.8799,487.7875,40.27666,19.06167,1012.715,19.655,0.0
2022-04-17 18:30:0,210.5011,350.8994,41.32833,18.421670000000002,1012.79972,18.78666,0.0
2022-04-17 19:00:0,146.9797,277.4182,43.56666,17.76,1013.0036,17.97833,0.0
2022-04-17 19:30:0,89.57569000000001,211.7414,47.33667,17.175,1012.9983199999999,17.28983,0.0
2022-04-17 20:00:0,-22.80941,77.94946,55.878330000000005,15.97667,1013.03852,16.023329999999998,0.0
2022-04-17 20:30:0,-62.85864,27.939709999999998,67.925,14.58833,1013.0304800000001,14.6,0.0
2022-04-17 21:00:0,-75.06862,3.607394,75.78,13.416670000000002,1013.1600800000001,13.221670000000001,0.0
2022-04-17 21:30:0,-63.43916,0.0,82.97499,12.61333,1013.3997199999999,12.255,0.0
2022-04-17 22:00:0,-60.500859999999996,0.0,90.03833,12.14,1013.8286,11.77,0.0
2022-04-17 22:30:0,-59.65306999999999,0.0,93.78,11.905,1013.9549599999999,11.61667,0.0
2022-04-17 23:00:0,-57.01278000000001,0.0,95.625,11.793330000000001,1013.9978,11.65333,0.0
2022-04-17 23:30:0,-56.84842,0.0,97.41666,11.475,1014.0354800000001,11.32333,0.0
2022-04-18 00:00:0,-59.94027,0.0,98.07499,11.36167,1014.1832,11.20169,0.0
2022-04-18 00:30:0,-53.472030000000004,0.0,98.40169,11.25763,1014.31196,10.908619999999999,0.0
2022-04-18 01:00:0,-44.95713,0.0,98.54833,11.19667,1014.31208,10.70847,0.0
2022-04-18 01:30:0,-35.26429,0.0,98.17333,11.27667,1014.4140800000001,10.42667,0.0
2022-04-18 02:00:0,-34.90175,0.0,98.05833,11.175,1014.2396,10.15333,0.0
2022-04-18 02:30:0,-26.48702,0.0,98.14333,11.225,1014.1324400000001,10.515,0.0
2022-04-18 03:00:0,-16.754179999999998,0.0,97.62333000000001,11.43833,1013.90156,11.02542,0.0
2022-04-18 03:30:0,-10.27635,0.0,96.14,11.67333,1013.68652,11.48333,0.0
2022-04-18 04:00:0,-4.232261,0.0,93.87,11.88167,1013.67044,11.83667,0.0
2022-04-18 04:30:0,-5.427881,0.0,93.61166,11.74,1013.53616,11.838330000000001,0.0
2022-04-18 05:00:0,-5.519372,0.0,94.48333000000001,11.64833,1013.37236,11.77627,0.0
2022-04-18 05:30:0,-5.934019,0.0,93.45666999999999,11.52,1013.3481199999999,11.635,0.0
2022-04-18 06:00:0,-6.168563,0.0,92.62833,11.47333,1013.3454800000001,11.58475,0.0
2022-04-18 06:30:0,-6.513315,0.0,91.51333000000001,11.50333,1013.3508800000001,11.60167,0.0
2022-04-18 07:00:0,-6.2365129999999995,0.0,92.05333,11.49167,1013.3454800000001,11.6,0.0
2022-04-18 07:30:0,-6.444481,0.21150570000000002,90.71833000000001,11.51,1013.3643199999999,11.6,0.0
2022-04-18 08:00:0,-1.1986629999999998,7.534641000000001,88.94499,11.68167,1013.4046400000001,11.75763,0.0
2022-04-18 08:30:0,9.442798,19.69632,89.30666,11.73833,1013.67044,11.9,0.0
2022-04-18 09:00:0,20.6294,33.07999,88.58666,11.87833,1013.79668,11.97167,0.0
2022-04-18 09:30:0,60.514309999999995,80.72394,86.04666,12.27167,1013.8101199999999,12.43833,0.0
2022-04-18 10:00:0,100.76100000000001,127.5309,84.23833,12.68833,1013.7698,12.96667,0.0
2022-04-18 10:30:0,146.6518,180.52900000000002,80.26665,13.111670000000002,1013.60864,13.4661,0.0
