Freq [GHz],"dB(S(2,1)) [] - $eps1='1' $eps2='0'","dB(S(2,1)) [] - $eps1='2' $eps2='0.1'","dB(S(2,1)) [] - $eps1='3' $eps2='0.2'","dB(S(2,1)) [] - $eps1='4' $eps2='0.3'","dB(S(2,1)) [] - $eps1='5' $eps2='0.6'","dB(S(2,1)) [] - $eps1='6' $eps2='0.9'","dB(S(2,1)) [] - $eps1='7' $eps2='1.1'","dB(S(2,1)) [] - $eps1='8' $eps2='1.4'","dB(S(2,1)) [] - $eps1='9' $eps2='1.8'","arg(S(2,1)) [deg] - $eps1='1' $eps2='0'","arg(S(2,1)) [deg] - $eps1='2' $eps2='0.1'","arg(S(2,1)) [deg] - $eps1='3' $eps2='0.2'","arg(S(2,1)) [deg] - $eps1='4' $eps2='0.3'","arg(S(2,1)) [deg] - $eps1='5' $eps2='0.6'","arg(S(2,1)) [deg] - $eps1='6' $eps2='0.9'","arg(S(2,1)) [deg] - $eps1='7' $eps2='1.1'","arg(S(2,1)) [deg] - $eps1='8' $eps2='1.4'","arg(S(2,1)) [deg] - $eps1='9' $eps2='1.8'"
1.0761252446184,-25.9132696500055,-22.1174685657387,-22.4601869261239,-22.7982249887829,-25.0735961659028,-27.369114404763,-28.3954778891558,-29.9380522918392,-28.3312331851364,129.44851287999,-54.5565210499523,-176.051973300658,78.7057121499349,-21.9271116903541,-111.488203718745,163.556168618059,86.036701851577,25.799046022283
1.08180039138943,-25.8797762349197,-22.0440812705654,-22.2701703450955,-22.5745367027317,-24.9650988708246,-27.2705847064137,-28.2951069778117,-29.8612820331651,-28.2658667245045,123.926747758566,-61.028638407534,177.194760701573,71.6293192455488,-30.0473002104614,-120.358947342797,154.251894102308,76.3423415022564,15.7635134476754
1.08747553816047,-25.8459588583823,-21.9703574332961,-22.0750117623148,-22.3369381697985,-24.8492106835288,-27.1760151103964,-28.195988483329,-29.7859614342092,-28.2021174431313,118.396720865686,-67.5393589070433,170.302117707944,64.3822265361429,-38.1710910340613,-129.243618499431,144.90399433164,66.6239388956169,5.70580388059068
1.09315068493151,-25.8119354574079,-21.897211813769,-21.8781011938211,-22.090504887386,-24.725355496053,-27.0847316032383,-28.0987931102222,-29.712127605924,-28.1399935173391,112.858518851814,-74.0877525077073,163.26707240099,56.9584796442604,-46.3142913060251,-138.138267238783,135.513731332664,56.8817234452219,-4.3736299467891
1.09882583170254,-25.7778216544397,-21.825525364677,-21.6829447932172,-21.8399107016987,-24.5937234513861,-26.9959825313176,-28.0041308107949,-29.6398636384157,-28.0795280556088,107.312293610833,-80.6718046050137,156.089970930907,49.3580204243944,-54.4927930575471,-147.040586666998,126.083088701471,47.1158504129499,-14.474733498512
1.10450097847358,-25.7437295809009,-21.7561131952759,-21.4931234393637,-21.5893848015884,-24.4551832792752,-26.9090109536587,-27.9125341854202,-29.5692914695163,-28.0208023246648,101.758260557554,-87.2884530876765,148.774893688322,41.5852611942491,-62.7210173162111,-155.949935158551,116.614666633619,37.3265386687325,-24.5976852604028
1.11017612524462,-25.709766757142,-21.6896930102292,-21.312227669657,-21.342713277725,-24.3111338003552,-26.8231242398346,-27.8244429801088,-29.5005582513109,-27.9639521917142,96.1966957761552,-93.9336697326816,141.330128380747,33.6480023191177,-71.0108229546475,-164.867222651459,107.111563182732,27.5141586462519,-34.742698414818
1.11585127201566,-25.6760350544741,-21.6268554239634,-21.1437542602949,-21.1032632357776,-24.1633344468022,-26.7377545760919,-27.7401906054347,-29.4338208023521,-27.9091592199318,90.627932096721,-100.602587376372,133.768705878555,25.5566276443477,-79.3709060734246,-173.794669924949,97.5772299923325,17.6792627044089,-44.9098494185589
1.12152641878669,-25.6426297626934,-21.5680383771651,-20.9909499379627,-20.8740203310135,-24.013743656313,-26.6525043933221,-27.6599950037494,-29.3692323519725,-27.8566319725115,85.0523542297585,-107.289672682812,126.1088932048,17.3235144284212,-87.8066059723264,177.2645344423,88.0152973927814,7.82256664875713,-55.0989764168111
1.12720156555773,-25.6096387838214,-21.5135070274834,-20.8565930265787,-20.6576382561775,-23.8643800129919,-26.5671723269545,-27.5839567702331,-29.3069340382773,-27.806585193034,79.4703930951413,-113.988936962558,118.374465757434,8.96263561687132,-96.3199943304326,168.306639061226,78.4293750491433,-2.05510032539884,-65.3096630847775
1.13287671232877,-25.5771419689416,-21.4633409365799,-20.7427169164791,-20.4564992616363,-23.7172099292572,-26.4817581425413,-27.5120668879706,-29.247052194734,-27.7592241555374,73.8825194912487,-120.694177784032,110.594514990287,0.489392910254424,-104.91013583403,159.327746549677,68.8228466808693,-11.9528544248086,-75.5412938343349
1.1385518590998,-25.5452106095772,-21.4174297053617,-20.6503006737323,-20.2727767330278,-23.5740595636853,-26.3964484119597,-27.4442248120457,-29.1897005014909,-27.7147387625361,68.2892372902478,-127.399238764989,102.802525392775,-8.07922777979498,-113.57344245749,150.324192760997,59.1986863804346,-21.8698079300425,-85.7931431848936
1.14422700587084,-25.5139070909147,-21.3754776772589,-20.5789782252551,-20.1084744101993,-23.436546873058,-26.3115875701043,-27.3802653603729,-29.1349852682936,-27.673307806591,62.6910763360686,-134.098272645582,95.0345199608158,-16.7240801797866,-122.304077745874,141.292850782084,49.5593258510431,-31.8050961928621,-96.0644532707653
1.14990215264188,-25.4832847102817,-21.3370178593552,-20.5268391832978,-19.9653961841575,-23.306030442819,-26.2276404526858,-27.3199906630917,-29.0830114559289,-27.6351096891349,57.0885852148165,-140.785993165803,87.3262549636182,-25.4228496735607,-131.094390253598,132.231340835613,39.9065949670699,-41.7578793840316,-106.354462041029
1.15557729941292,-25.4533876560541,-21.3014342119897,-20.4903987773309,-19.8449860300767,-23.1835732373395,-26.1451522609106,-27.2632020492654,-29.0338873798208,-27.6003333912922,51.4823241009967,-147.457899011865,79.7097242638026,-34.1488222127673,-139.935364943036,123.138146505483,30.2417438575718,-51.7273206764482,-116.662367345312
1.16125244618395,-25.4242511429465,-21.2679912027638,-20.4647914376346,-19.7479874108805,-23.0699204337852,-26.0647104883225,-27.2097267139373,-28.9877265938001,-27.5691835292841,45.8728578378608,-154.110457975802,72.2095277654871,-42.8699834104777,-148.817081581795,114.012651908669,20.5655374834467,-61.7125506507838,-126.987239374946
1.16692759295499,-25.3959016889978,-21.2358685693234,-20.4441926086212,-19.6739264684183,-22.9654905634503,-25.986911367228,-27.159435337203,-28.9446464887273,-27.54187574231,40.2607494098309,-160.741239315828,64.8398408037184,-51.5493556081095,-157.729166313517,104.855120976617,10.8783989697061,-71.7126296831575,-137.327914923112
1.17260273972603,-25.3683575219238,-21.2041992918448,-20.4224109514751,-19.6205316514232,-22.8703784835812,-25.9123316058445,-27.1122490552754,-28.9047640227806,-27.5186223150164,34.6465539657374,-167.348989099321,57.6026821930135,-60.1475739287712,-166.661222502085,95.6666392643581,1.18057005702737,-81.7265194601132,-147.68291409216
1.17827788649706,-25.3416290927761,-21.1721083789637,-20.3935422762203,-19.5833311340113,-22.7843679671889,-25.8415049437463,-27.0681365847859,-28.8681897954316,-27.4996113537032,29.0308134875708,-173.933645754419,50.4878967649833,-68.6281780731104,-175.603232696791,86.4490334238472,-8.52774221060907,-91.7530713309027,-158.050412389599
1.1839530332681,-25.315719679867,-21.1387500614482,-20.3525587129212,-19.5557279884296,-22.7069517948384,-25.7749025530742,-27.0271041768487,-28.83502199048,-27.4849848532556,23.414052218819,179.503702288378,43.4748365818099,-76.9648211745805,175.454066196509,77.2047764869321,-18.2462554358021,-101.791033838811,-168.428283185933
